structure_id,cif_file,ai_based_altermagnet_probability,ai_based_altermagnet_screening_status,single_magnetic_element_status,even_magnetic_atom_status,novelty_status,uniqueness_status,symmetry_based_filter_status,dft_validation_status
gen_1_18,gen_1_18.cif,4.9525148217188005e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_19,gen_1_19.cif,8.830554717909026e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_20,gen_1_20.cif,1.854477126408518e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_21,gen_1_21.cif,4.930846270454679e-26,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_22,gen_1_22.cif,3.1855193343351023e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_23,gen_1_23.cif,1.4231327101134073e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_24,gen_1_24.cif,1.2695768319825244e-34,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_25,gen_1_25.cif,4.5437804383660416e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_26,gen_1_26.cif,1.0625258539762733e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_27,gen_1_27.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_28,gen_1_28.cif,1.0514403642053204e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_29,gen_1_29.cif,1.820765355728501e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_30,gen_1_30.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_31,gen_1_31.cif,3.554643558667525e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_32,gen_1_32.cif,1.251681078429101e-05,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_33,gen_1_33.cif,1.4033462512941516e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_34,gen_1_34.cif,3.4010033810930165e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_35,gen_1_35.cif,2.232007778397762e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_36,gen_1_36.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_37,gen_1_37.cif,1.4988191538409128e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_38,gen_1_38.cif,1.7957099531922804e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_39,gen_1_39.cif,7.887735450387344e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_40,gen_1_40.cif,4.90454462513686e-44,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_41,gen_1_41.cif,3.332159792535094e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_42,gen_1_42.cif,2.8396477118788954e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_43,gen_1_43.cif,2.95151356665592e-36,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_44,gen_1_44.cif,1.147984867787056e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_45,gen_1_45.cif,1.5079664890750162e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_46,gen_1_46.cif,1.2237990338163316e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_47,gen_1_47.cif,1.461430836644049e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_48,gen_1_48.cif,1.2336577600471636e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_49,gen_1_49.cif,1.672022601399743e-38,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_50,gen_1_50.cif,2.279728638253868e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_51,gen_1_51.cif,6.341735489694581e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_52,gen_1_52.cif,3.323872213051787e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_53,gen_1_53.cif,6.434670857672784e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_54,gen_1_54.cif,6.784389155657849e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_55,gen_1_55.cif,3.382293134663496e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_56,gen_1_56.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_57,gen_1_57.cif,8.024016347196739e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_58,gen_1_58.cif,4.203895392974451e-45,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_59,gen_1_59.cif,1.153626855646744e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_60,gen_1_60.cif,1.0720424316884545e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_61,gen_1_61.cif,1.1263819066096971e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_62,gen_1_62.cif,4.9431494453244795e-09,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_63,gen_1_63.cif,8.401291427655679e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_64,gen_1_64.cif,7.104292848447713e-11,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_65,gen_1_65.cif,2.502834128370688e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_66,gen_1_66.cif,1.5687862742197467e-07,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_67,gen_1_67.cif,0.005690696649253368,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_68,gen_1_68.cif,1.6246557602217684e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_69,gen_1_69.cif,1.2127958558014553e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_70,gen_1_70.cif,3.7661761591388415e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_71,gen_1_71.cif,2.5800482241803515e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_72,gen_1_72.cif,9.966979069567941e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_73,gen_1_73.cif,7.13681629349594e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_74,gen_1_74.cif,5.771991534546623e-38,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_75,gen_1_75.cif,5.941505488737224e-43,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_76,gen_1_76.cif,1.632678670581448e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_77,gen_1_77.cif,8.199376123143602e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_78,gen_1_78.cif,5.530704276074914e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_79,gen_1_79.cif,3.4823458543744043e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_80,gen_1_80.cif,1.919601651604859e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_81,gen_1_81.cif,2.1983286637447877e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_82,gen_1_82.cif,5.749527958808672e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_83,gen_1_83.cif,2.3026449229972902e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_84,gen_1_84.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_85,gen_1_85.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_86,gen_1_86.cif,2.5305334725618265e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_87,gen_1_87.cif,1.6031327227212632e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_88,gen_1_88.cif,1.6738052516612876e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_89,gen_1_89.cif,5.608936720197092e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_90,gen_1_90.cif,3.5931940230059667e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_91,gen_1_91.cif,4.3948668427758896e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_92,gen_1_92.cif,7.080804920178707e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_93,gen_1_93.cif,2.882762016080826e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_94,gen_1_94.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_95,gen_1_95.cif,2.4839645346547917e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_96,gen_1_96.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_97,gen_1_97.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_98,gen_1_98.cif,5.547265979899407e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_99,gen_1_99.cif,4.579881192792139e-34,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_100,gen_1_100.cif,3.4627159875203044e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_101,gen_1_101.cif,3.2397591452290337e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_102,gen_1_102.cif,9.724963643594282e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_103,gen_1_103.cif,2.0986783492719878e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_104,gen_1_104.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_105,gen_1_105.cif,1.8962005193936967e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_106,gen_1_106.cif,1.1805615406410577e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_107,gen_1_107.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_108,gen_1_108.cif,1.1806429152684936e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_109,gen_1_109.cif,2.0341434024329959e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_110,gen_1_110.cif,2.5219549420198403e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_111,gen_1_111.cif,3.4875621399177627e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_112,gen_1_112.cif,2.3100999896996655e-05,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_113,gen_1_113.cif,2.2988510697110282e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_114,gen_1_114.cif,6.786182100139576e-26,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_115,gen_1_115.cif,4.608632574144237e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_116,gen_1_116.cif,2.5925838708302557e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_117,gen_1_117.cif,2.353891532325053e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_118,gen_1_118.cif,2.7576229602761793e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_119,gen_1_119.cif,5.158892245532869e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_120,gen_1_120.cif,2.3010607159393466e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_121,gen_1_121.cif,9.165428390053363e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_122,gen_1_122.cif,8.229353363609483e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_123,gen_1_123.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_124,gen_1_124.cif,6.645384993564731e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_125,gen_1_125.cif,3.822559534249879e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_126,gen_1_126.cif,1.301441816619637e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_127,gen_1_127.cif,4.112578812380469e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_128,gen_1_128.cif,1.0966389316975157e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_129,gen_1_129.cif,3.351431428924583e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_130,gen_1_130.cif,1.205907661054606e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_131,gen_1_131.cif,1.0825180198336494e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_132,gen_1_132.cif,7.154749699149651e-41,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_133,gen_1_133.cif,1.3136313939347251e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_134,gen_1_134.cif,6.000703528885541e-32,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_135,gen_1_135.cif,1.0891591795125777e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_136,gen_1_136.cif,1.1057721841246904e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_137,gen_1_137.cif,5.649248972262877e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_138,gen_1_138.cif,0.7798462510108948,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_139,gen_1_139.cif,1.3995391715095816e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_140,gen_1_140.cif,2.903213632345791e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_141,gen_1_141.cif,3.10459578172995e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_142,gen_1_142.cif,7.799008216240687e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_143,gen_1_143.cif,9.730903231813185e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_144,gen_1_144.cif,2.0812007783918736e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_145,gen_1_145.cif,1.5783422833801616e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_146,gen_1_146.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_147,gen_1_147.cif,7.340391849908201e-09,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_148,gen_1_148.cif,2.149608353839296e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_149,gen_1_149.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_150,gen_1_150.cif,0.29096171259880066,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_151,gen_1_151.cif,1.061109609843207e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_152,gen_1_152.cif,6.44943521223281e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_153,gen_1_153.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_154,gen_1_154.cif,2.4403723486443596e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_155,gen_1_155.cif,2.638106135568796e-32,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_156,gen_1_156.cif,3.967097483847937e-11,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_157,gen_1_157.cif,1.7646059852043094e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_158,gen_1_158.cif,1.0131333287219666e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_159,gen_1_159.cif,6.4628805779287646e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_160,gen_1_160.cif,2.250966504087375e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_161,gen_1_161.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_162,gen_1_162.cif,1.1671269036859426e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_163,gen_1_163.cif,3.7302523387434868e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_164,gen_1_164.cif,1.249397710792007e-41,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_165,gen_1_165.cif,2.2702238483394937e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_166,gen_1_166.cif,2.987189056131268e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_167,gen_1_167.cif,1.2822942975862606e-35,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_168,gen_1_168.cif,7.259269771606852e-33,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_169,gen_1_169.cif,1.4332151143800178e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_170,gen_1_170.cif,8.750618455245969e-38,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_171,gen_1_171.cif,1.7603334154930872e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_172,gen_1_172.cif,5.72735192605478e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_173,gen_1_173.cif,2.185010929733891e-36,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_174,gen_1_174.cif,6.07597908889191e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_175,gen_1_175.cif,3.02563447633714e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_176,gen_1_176.cif,3.5733278942829053e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_177,gen_1_177.cif,2.7333994082890647e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_178,gen_1_178.cif,8.730676695584637e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_179,gen_1_179.cif,8.002930448149622e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_180,gen_1_180.cif,1.5104977144768914e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_181,gen_1_181.cif,6.758951731633545e-11,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_182,gen_1_182.cif,4.246118261942929e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_183,gen_1_183.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_184,gen_1_184.cif,2.7003805413983173e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_185,gen_1_185.cif,3.775098062891057e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_186,gen_1_186.cif,6.422365271737676e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_187,gen_1_187.cif,1.4481630978467147e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_188,gen_1_188.cif,1.76725021877773e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_1_189,gen_1_189.cif,6.162486816389213e-32,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
